Date,LocationISOCode,Location,NewCases,NewDeaths,NewRecovered,NewActiveCases,TotalCases,TotalDeaths,TotalRecovered,TotalActiveCases,LocationLevel,CityorRegency,Province,Country,Continent,Island,TimeZone,SpecialStatus,TotalRegencies,TotalCities,TotalDistricts,TotalUrbanVillages,TotalRuralVillages,Area(km2),Population,PopulationDensity,Longitude,Latitude,NewCasesperMillion,TotalCasesperMillion,NewDeathsperMillion,TotalDeathsperMillion,CaseFatalityRate,CaseRecoveredRate,GrowthFactorofNewCases,GrowthFactorofNewDeaths
9,ID-SA,Sulawesi Utara,44,2,43,-1,2904,140,1618,1146,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,16.65,1099.22,0.76,52.99,4.82%,55.72%,2.20,
9,ID-SB,Sumatera Barat,38,0,3,35,1140,34,805,301,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,6.88,206.55,0.00,6.16,2.98%,70.61%,1.65,1.00
9,ID-SS,Sumatera Selatan,19,11,64,-56,3694,196,2234,1264,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.31,449.53,1.34,23.85,5.31%,60.48%,0.37,5.50
9,ID-SU,Sumatera Utara,25,2,35,-12,4819,224,2071,2524,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,1.68,323.97,0.13,15.06,4.65%,42.98%,0.25,2.00
10,ID-AC,Aceh,96,0,0,96,676,21,91,564,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,18.30,128.83,0.00,4.00,3.11%,13.46%,2.18,0.00
10,ID-BA,Bali,38,0,39,-1,3817,49,3308,460,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,9.01,905.32,0.00,11.62,1.28%,86.66%,0.64,1.00
10,ID-BT,Banten,23,0,1,22,2082,96,1475,511,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.15,194.17,0.00,8.95,4.61%,70.85%,0.96,1.00
10,ID-BE,Bengkulu,1,1,1,-1,253,22,153,78,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,126.53,0.50,11.00,8.70%,60.47%,0.11,
10,ID-JK,DKI Jakarta,435,2,178,255,26162,932,16446,8784,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,40.11,2412.10,0.18,85.93,3.56%,62.86%,0.99,0.33
10,ID-YO,Daerah Istimewa Yogyakarta,14,1,23,-10,876,25,593,258,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,3.86,241.25,0.28,6.89,2.85%,67.69%,1.75,1.00
10,ID-GO,Gorontalo,58,2,19,37,1614,41,1134,439,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,49.13,1367.04,1.69,34.73,2.54%,70.26%,8.29,1.00
10,ID-JA,Jambi,0,0,0,0,210,4,118,88,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,60.11,0.00,1.15,1.90%,56.19%,1.00,1.00
10,ID-JB,Jawa Barat,33,0,27,6,7589,228,4443,2918,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.73,168.04,0.00,5.05,3.00%,58.55%,0.19,0.00
10,ID-JT,Jawa Tengah,68,5,154,-91,10679,728,6787,3164,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.87,293.67,0.14,20.02,6.82%,63.55%,0.49,1.67
10,ID-JI,Jawa Timur,296,17,367,-88,25626,1894,18457,5275,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.31,633.07,0.42,46.79,7.39%,72.02%,0.73,0.81
10,ID-KB,Kalimantan Barat,6,0,0,6,416,4,380,32,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.11,76.71,0.00,0.74,0.96%,91.35%,0.46,1.00
10,ID-KS,Kalimantan Selatan,50,1,28,21,6765,307,4054,2404,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,12.43,1681.56,0.25,76.31,4.54%,59.93%,0.51,0.33
10,ID-KT,Kalimantan Tengah,43,0,34,9,2050,96,1448,506,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,16.73,797.58,0.00,37.35,4.68%,70.63%,1.43,1.00
10,ID-KI,Kalimantan Timur,45,4,83,-42,1932,55,1262,615,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,12.67,543.89,1.13,15.48,2.85%,65.32%,0.85,1.00
10,ID-KU,Kalimantan Utara,2,0,13,-11,296,2,279,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,456.50,0.00,3.08,0.68%,94.26%,1.00,1.00
10,ID-BB,Kepulauan Bangka Belitung,2,0,0,2,203,2,189,12,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,1.45,147.13,0.00,1.45,0.99%,93.10%,2.00,1.00
10,ID-KR,Kepulauan Riau,21,0,9,12,555,24,331,200,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,10.88,287.65,0.00,12.44,4.32%,59.64%,2.63,0.00
10,ID-LA,Lampung,9,0,1,8,316,13,227,76,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.99,34.74,0.00,1.43,4.11%,71.84%,,1.00
10,ID-MA,Maluku,15,0,12,3,1345,25,803,517,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,8.12,728.17,0.00,13.53,1.86%,59.70%,0.47,1.00
10,ID-MU,Maluku Utara,6,4,4,-2,1680,56,858,766,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,4.59,1284.60,3.06,42.82,3.33%,51.07%,1.50,2.00
10,ID-NB,Nusa Tenggara Barat,26,2,10,14,2316,125,1437,754,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.93,439.45,0.38,23.72,5.40%,62.05%,0.96,
10,ID-NT,Nusa Tenggara Timur,0,0,0,0,152,1,130,21,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,28.09,0.00,0.18,0.66%,85.53%,1.00,1.00
10,ID-PA,Papua,21,0,30,-9,3278,35,1878,1365,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,4.84,755.24,0.00,8.06,1.07%,57.29%,0.49,1.00
10,ID-PB,Papua Barat,5,0,23,-18,557,6,385,166,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,4.38,488.30,0.00,5.26,1.08%,69.12%,5.00,1.00
10,ID-RI,Riau,41,0,22,19,773,14,404,355,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,6.75,127.26,0.00,2.30,1.81%,52.26%,1.58,0.00
10,ID-SR,Sulawesi Barat,0,0,0,0,275,5,172,98,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,176.28,0.00,3.21,1.82%,62.55%,1.00,1.00
10,ID-SN,Sulawesi Selatan,77,0,55,22,10531,332,7265,2934,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,8.17,1117.12,0.00,35.22,3.15%,68.99%,0.86,1.00
10,ID-ST,Sulawesi Tengah,0,0,0,0,216,7,195,14,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,73.08,0.00,2.37,3.24%,90.28%,1.00,1.00
10,ID-SG,Sulawesi Tenggara,0,0,21,-21,1020,17,714,289,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,387.03,0.00,6.45,1.67%,70.00%,0.00,1.00
10,ID-SA,Sulawesi Utara,72,0,20,52,2976,140,1638,1198,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,27.25,1126.47,0.00,52.99,4.70%,55.04%,1.64,0.00
10,ID-SB,Sumatera Barat,36,0,9,27,1176,34,814,328,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,6.52,213.07,0.00,6.16,2.89%,69.22%,0.95,1.00
10,ID-SS,Sumatera Selatan,19,3,78,-62,3713,199,2312,1202,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.31,451.84,0.37,24.22,5.36%,62.27%,1.00,0.27
10,ID-SU,Sumatera Utara,129,1,27,101,4948,225,2098,2625,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,8.67,332.64,0.07,15.13,4.55%,42.40%,5.16,0.50
11,ID-AC,Aceh,0,0,0,0,676,21,91,564,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,128.83,0.00,4.00,3.11%,13.46%,0.00,1.00
11,ID-BA,Bali,45,0,48,-3,3862,49,3356,457,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,10.67,916.00,0.00,11.62,1.27%,86.90%,1.18,1.00
11,ID-BT,Banten,19,0,9,10,2101,96,1484,521,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.77,195.95,0.00,8.95,4.57%,70.63%,0.83,1.00
11,ID-BE,Bengkulu,5,0,2,3,258,22,155,81,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,2.50,129.03,0.00,11.00,8.53%,60.08%,5.00,0.00
11,ID-JK,DKI Jakarta,462,12,184,266,26624,944,16630,9050,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,42.60,2454.70,1.11,87.04,3.55%,62.46%,1.06,6.00
11,ID-YO,Daerah Istimewa Yogyakarta,4,0,16,-12,880,25,609,246,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.10,242.36,0.00,6.89,2.84%,69.20%,0.29,0.00
11,ID-GO,Gorontalo,3,0,56,-53,1617,41,1190,386,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,2.54,1369.58,0.00,34.73,2.54%,73.59%,0.05,0.00
11,ID-JA,Jambi,0,0,0,0,210,4,118,88,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,60.11,0.00,1.15,1.90%,56.19%,1.00,1.00
11,ID-JB,Jawa Barat,95,4,39,52,7684,232,4482,2970,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.10,170.15,0.09,5.14,3.02%,58.33%,2.88,
11,ID-JT,Jawa Tengah,86,3,90,-7,10765,731,6877,3157,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,2.36,296.03,0.08,20.10,6.79%,63.88%,1.26,0.60
11,ID-JI,Jawa Timur,291,21,363,-93,25917,1915,18820,5182,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.19,640.26,0.52,47.31,7.39%,72.62%,0.98,1.24
11,ID-KB,Kalimantan Barat,4,0,0,4,420,4,380,36,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.74,77.45,0.00,0.74,0.95%,90.48%,0.67,1.00
11,ID-KS,Kalimantan Selatan,71,1,82,-12,6836,308,4136,2392,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,17.65,1699.21,0.25,76.56,4.51%,60.50%,1.42,1.00
11,ID-KT,Kalimantan Tengah,31,1,10,20,2081,97,1458,526,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,12.06,809.64,0.39,37.74,4.66%,70.06%,0.72,
11,ID-KI,Kalimantan Timur,128,3,68,57,2060,58,1330,672,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,36.03,579.92,0.84,16.33,2.82%,64.56%,2.84,0.75
11,ID-KU,Kalimantan Utara,3,0,0,3,299,2,279,18,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,4.63,461.13,0.00,3.08,0.67%,93.31%,1.50,1.00
11,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,203,2,189,12,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,147.13,0.00,1.45,0.99%,93.10%,0.00,1.00
11,ID-KR,Kepulauan Riau,17,0,6,11,572,24,337,211,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,8.81,296.47,0.00,12.44,4.20%,58.92%,0.81,1.00
11,ID-LA,Lampung,2,0,1,1,318,13,228,77,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,34.96,0.00,1.43,4.09%,71.70%,0.22,1.00
11,ID-MA,Maluku,2,0,53,-51,1347,25,856,466,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,1.08,729.25,0.00,13.53,1.86%,63.55%,0.13,1.00
11,ID-MU,Maluku Utara,11,0,13,-2,1691,56,871,764,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,8.41,1293.01,0.00,42.82,3.31%,51.51%,1.83,0.00
11,ID-NB,Nusa Tenggara Barat,22,3,55,-36,2338,128,1492,718,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.17,443.62,0.57,24.29,5.47%,63.82%,0.85,1.50
11,ID-NT,Nusa Tenggara Timur,3,0,1,2,155,1,131,23,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.55,28.64,0.00,0.18,0.65%,84.52%,,1.00
11,ID-PA,Papua,1,0,56,-55,3279,35,1934,1310,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.23,755.47,0.00,8.06,1.07%,58.98%,0.05,1.00
11,ID-PB,Papua Barat,1,0,6,-5,558,6,391,161,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.88,489.17,0.00,5.26,1.08%,70.07%,0.20,1.00
11,ID-RI,Riau,16,0,22,-6,789,14,426,349,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,2.63,129.90,0.00,2.30,1.77%,53.99%,0.39,1.00
11,ID-SR,Sulawesi Barat,7,0,6,1,282,5,178,99,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,4.49,180.77,0.00,3.21,1.77%,63.12%,,1.00
11,ID-SN,Sulawesi Selatan,54,2,122,-70,10585,334,7387,2864,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,5.73,1122.85,0.21,35.43,3.16%,69.79%,0.70,
11,ID-ST,Sulawesi Tengah,0,0,0,0,216,7,195,14,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,73.08,0.00,2.37,3.24%,90.28%,1.00,1.00
11,ID-SG,Sulawesi Tenggara,32,0,7,25,1052,17,721,314,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,12.14,399.17,0.00,6.45,1.62%,68.54%,,1.00
11,ID-SA,Sulawesi Utara,36,3,51,-18,3012,143,1689,1180,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,13.63,1140.10,1.14,54.13,4.75%,56.08%,0.50,
11,ID-SB,Sumatera Barat,13,0,9,4,1189,34,823,332,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,2.36,215.43,0.00,6.16,2.86%,69.22%,0.36,1.00
11,ID-SS,Sumatera Selatan,22,2,59,-39,3735,201,2371,1163,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,2.68,454.51,0.24,24.46,5.38%,63.48%,1.16,0.67
11,ID-SU,Sumatera Utara,207,4,40,163,5155,229,2138,2788,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,13.92,346.56,0.27,15.40,4.44%,41.47%,1.60,4.00
12,ID-AC,Aceh,72,2,100,-30,748,23,191,534,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,13.72,142.55,0.38,4.38,3.07%,25.53%,,
12,ID-BA,Bali,30,0,32,-2,3892,49,3388,455,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,7.12,923.11,0.00,11.62,1.26%,87.05%,0.67,1.00
12,ID-BT,Banten,49,2,18,29,2150,98,1502,550,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,4.57,200.52,0.19,9.14,4.56%,69.86%,2.58,
12,ID-BE,Bengkulu,2,2,0,0,260,24,155,81,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.00,130.03,1.00,12.00,9.23%,59.62%,0.40,
12,ID-JK,DKI Jakarta,529,15,819,-305,27153,959,17449,8745,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,48.77,2503.47,1.38,88.42,3.53%,64.26%,1.15,1.25
12,ID-YO,Daerah Istimewa Yogyakarta,20,1,24,-5,900,26,633,241,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,5.51,247.86,0.28,7.16,2.89%,70.33%,5.00,
12,ID-GO,Gorontalo,47,1,32,14,1664,42,1222,400,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,39.81,1409.39,0.85,35.57,2.52%,73.44%,15.67,
12,ID-JA,Jambi,5,0,1,4,215,4,119,92,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,1.43,61.55,0.00,1.15,1.86%,55.35%,,1.00
12,ID-JB,Jawa Barat,106,1,71,34,7790,233,4553,3004,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,2.35,172.49,0.02,5.16,2.99%,58.45%,1.12,0.25
12,ID-JT,Jawa Tengah,179,20,131,28,10944,751,7008,3185,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,4.92,300.96,0.55,20.65,6.86%,64.04%,2.08,6.67
12,ID-JI,Jawa Timur,303,16,345,-58,26220,1931,19165,5124,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.49,647.74,0.40,47.70,7.36%,73.09%,1.04,0.76
12,ID-KB,Kalimantan Barat,9,0,0,9,429,4,380,45,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.66,79.11,0.00,0.74,0.93%,88.58%,2.25,1.00
12,ID-KS,Kalimantan Selatan,53,2,86,-35,6889,310,4222,2357,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,13.17,1712.38,0.50,77.06,4.50%,61.29%,0.75,2.00
12,ID-KT,Kalimantan Tengah,6,0,30,-24,2087,97,1488,502,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,2.33,811.97,0.00,37.74,4.65%,71.30%,0.19,0.00
12,ID-KI,Kalimantan Timur,46,2,51,-7,2106,60,1381,665,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,12.95,592.87,0.56,16.89,2.85%,65.57%,0.36,0.67
12,ID-KU,Kalimantan Utara,4,0,0,4,303,2,279,22,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,467.30,0.00,3.08,0.66%,92.08%,1.33,1.00
12,ID-BB,Kepulauan Bangka Belitung,0,0,6,-6,203,2,195,6,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,147.13,0.00,1.45,0.99%,96.06%,1.00,1.00
12,ID-KR,Kepulauan Riau,27,1,1,25,599,25,338,236,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,13.99,310.46,0.52,12.96,4.17%,56.43%,1.59,
12,ID-LA,Lampung,2,0,2,0,320,13,230,77,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.22,35.18,0.00,1.43,4.06%,71.88%,1.00,1.00
12,ID-MA,Maluku,20,0,29,-9,1367,25,885,457,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,10.83,740.08,0.00,13.53,1.83%,64.74%,10.00,1.00
12,ID-MU,Maluku Utara,18,3,51,-36,1709,59,922,728,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,13.76,1306.77,2.29,45.11,3.45%,53.95%,1.64,
12,ID-NB,Nusa Tenggara Barat,24,1,53,-30,2362,129,1545,688,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,4.55,448.18,0.19,24.48,5.46%,65.41%,1.09,0.33
12,ID-NT,Nusa Tenggara Timur,7,0,6,1,162,1,137,24,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.29,29.94,0.00,0.18,0.62%,84.57%,2.33,1.00
12,ID-PA,Papua,26,0,15,11,3305,35,1949,1321,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,5.99,761.46,0.00,8.06,1.06%,58.97%,26.00,1.00
